Region,Office,Client ID,Client Status,Loan Status,Client Score,Status Date
South Rift Region,Narok,43860.0,Dormant,Penalties,28.43,2019-12-31
Nairobi Region,Kahawa,24056.0,Dormant,Penalties,36.25,2018-09-30
Nairobi Region,Kahawa,60843.0,Dormant,Penalties,8.9,2020-06-30
South Rift Region,Molo,35951.0,Dormant,Penalties,19.75,2019-05-31
Coast Region,Malindi,61912.0,Dormant,Penalties,37.06,2020-10-31
South Rift AgriBiz,Ndunyu Njeru,30693.0,Dormant,Pending Renewal,56.67,2021-01-31
North Rift Region,Kapsabet,54268.0,Dormant,Penalties,48.11,2020-04-30
Nairobi Region,Kiambu,74369.0,Dormant,Penalties,55.26,2020-10-31
South Rift Region,Nakuru,6188.0,Dormant,Pending Renewal,63.85,2019-03-31
Western Region,Bondo,84848.0,New,Penalties,,2021-02-28
South Rift Region,Molo,84766.0,New,P+I Current,70.62,2021-02-28
Nairobi Region,Thika,22800.0,Dormant,Penalties,21.06,2019-10-31
South Rift Region,Nakuru,65507.0,Dormant,Penalties,48.53,2020-12-31
North Rift Region,Kitale,19777.0,Dormant,Penalties,37.95,2018-06-30
Nairobi Region,Ngong Road,2562.0,Dormant,Penalties,48.83,2018-02-28
Western Region,Kakamega,58272.0,Active,P+I Current,87.58,2021-02-28
Western Region,Mumias,53601.0,Active,Penalties,26.75,2020-12-31
Eastern Region,Mwingi,60358.0,Dormant,Penalties,41.45,2020-08-31
North Rift Region,Nandi Hills,52692.0,Dormant,Penalties,47.46,2020-10-31
Nairobi Region,Embakasi,10102.0,Dormant,Penalties,41.25,2017-12-31
South Rift Region,Molo,37406.0,Dormant,Penalties,20.7,2019-06-30
Nairobi Region,Embakasi,76167.0,Dormant,Pending Renewal,67.46,2021-01-31
North Rift Region,Kitale,11896.0,Dormant,P+I In Default,18.61,2020-04-30
Eastern Region,Kitui,73972.0,Active,P+I Current,52.23,2021-02-28
Nairobi Region,Thika,42683.0,Dormant,Penalties,16.56,2019-08-31
South Rift Region,Nakuru,19834.0,Dormant,Penalties,35.49,2019-01-31
Coast Region,Changamwe,31581.0,Dormant,Penalties,31.63,2019-06-30
North Rift Region,Kapenguria,81694.0,Active,Pending Renewal,41.51,2021-01-31
Coast Region,Kilifi,53016.0,Dormant,Penalties,28.48,2020-03-31
North Rift Region,Kapsabet,11943.0,Dormant,Penalties,23.03,2018-01-31
Nairobi Region,Embakasi,42252.0,Dormant,Penalties,40.14,2019-12-31
South Rift Region,Nakuru,18112.0,Dormant,Penalties,24.72,2018-05-31
Nairobi Region,Kahawa,739.0,Dormant,Pending Renewal,75.31,2016-04-30
Coast Region,Mombasa,55710.0,Inactive,Pending Renewal,,2019-04-30
South Rift AgriBiz,Keringet,61441.0,Dormant,Pending Renewal,56.74,2021-02-28
Nairobi Region,Thika,62637.0,Dormant,Penalties,26.15,2020-09-30
South Rift Region,Litein,23730.0,Dormant,Penalties,0.55,2018-09-30
Coast Region,Ukunda,61158.0,Dormant,Penalties,29.24,2020-07-31
South Rift Region,Nakuru,75010.0,Dormant,Penalties,30.21,2020-10-31
North Rift Region,Eldoret2,26012.0,Dormant,Penalties,39.33,2018-11-30
North Rift Region,Iten,41837.0,Dormant,Penalties,33.38,2019-09-30
North Rift Region,Iten,15583.0,Dormant,Penalties,49.18,2018-04-30
South Rift AgriBiz,Keringet,71039.0,Inactive,Pending Renewal,,2019-12-31
Nairobi Region,Rongai,21607.0,Dormant,Penalties,0.15,2018-07-31
Western Region,Kisumu,71480.0,Dormant,Penalties,53.42,2021-02-28
North Rift Region,Eldoret3,41182.0,Inactive,Pending Renewal,,2018-08-31
North Rift Region,Kitale,11372.0,Dormant,Penalties,45.43,2018-01-31
South Rift Region,Litein,20411.0,Dormant,Penalties,15.17,2019-10-31
South Rift Region,Molo,35239.0,Dormant,Penalties,38.65,2019-12-31
North Rift Region,Kapenguria,76319.0,Active,Penalties,67.68,2020-09-30
North Rift Region,Eldoret2,21778.0,Inactive,Pending Renewal,,2017-07-31
Central AgriBiz,Githunguri,44721.0,Dormant,P+I In Default,57.87,2021-02-28
North Rift Region,Iten,16935.0,Dormant,Penalties,47.25,2020-04-30
Western Region,Mbale,72985.0,Dormant,Penalties,50.56,2021-02-28
Nairobi Region,Embakasi,10395.0,Dormant,Penalties,47.8,2018-05-31
North Rift Region,Eldoret3,34247.0,Dormant,Penalties,3.35,2019-05-31
North Rift Region,Kitale,55540.0,Dormant,Penalties,25.0,2020-04-30
Nairobi Region,Thika,53992.0,Dormant,Penalties,38.95,2020-04-30
North Rift Region,Kitale,76747.0,Dormant,Penalties,27.95,2021-02-28
North Rift Region,Eldoret1,11766.0,Dormant,Penalties,54.84,2019-10-31
South Rift Region,Nakuru,65505.0,Dormant,Penalties,35.04,2020-11-30
Nairobi Region,Embakasi,44071.0,Dormant,Penalties,0.15,2019-09-30
Eastern Region,Machakos,85647.0,New,P+I Current,,2021-02-28
Nairobi Region,Rongai,76682.0,Inactive,Pending Renewal,,2020-08-31
Coast Region,Malindi,67969.0,Dormant,Penalties,32.39,2020-10-31
Coast Region,Ukunda,15845.0,Dormant,Pending Renewal,58.8,2020-09-30
Nairobi Region,Embakasi,20438.0,Dormant,Pending Renewal,45.75,2018-07-31
Coast Region,Kilifi,72481.0,Active,Penalties,56.76,2021-02-28
Nairobi Region,Ngong Road,67610.0,Active,Penalties,32.85,2021-02-28
Western Region,Mumias,54343.0,Dormant,Penalties,55.03,2021-01-31
North Rift Region,Kitale,37590.0,Dormant,Penalties,22.63,2019-08-31
South Rift Region,Litein,19688.0,Dormant,Penalties,7.13,2018-06-30
South Rift Region,Kericho,12785.0,Dormant,Pending Renewal,36.88,2018-02-28
Eastern Region,Kitui,74173.0,Dormant,Pending Renewal,1.71,2020-09-30
South Rift AgriBiz,Londiani,46676.0,Dormant,Pending Renewal,56.43,2020-09-30
South Rift AgriBiz,Londiani,73691.0,Dormant,Pending Renewal,82.25,2021-02-28
North Rift Region,Kapenguria,55995.0,Dormant,Penalties,58.84,2021-01-31
Nairobi Region,Rongai,51167.0,Dormant,P+I In Default,37.63,2020-08-31
North Rift Region,Eldoret3,47561.0,Dormant,Penalties,36.94,2019-11-30
North Rift Region,Eldoret3,35604.0,Inactive,Pending Renewal,,2018-05-31
Nairobi Region,Kariobangi,654.0,Dormant,Penalties,42.63,2016-04-30
Coast Region,Mariakani,39896.0,Dormant,Penalties,47.81,2020-01-31
North Rift Region,Eldoret2,81258.0,Active,Pending Renewal,76.31,2020-11-30
Nairobi Region,Limuru,51719.0,Dormant,Penalties,23.03,2020-04-30
Eastern Region,Matuu,52650.0,Active,P+I In Default,62.9,2021-02-28
North Rift Region,Kapsabet,42912.0,Dormant,Penalties,42.87,2020-03-31
Nairobi Region,Embakasi,8070.0,Dormant,Pending Renewal,41.66,2017-07-31
North Rift Region,Eldoret2,75268.0,Dormant,Pending Renewal,20.5,2020-10-31
North Rift Region,Eldoret3,16703.0,Dormant,Penalties,48.68,2018-04-30
Western Region,Kisumu,62282.0,Dormant,Penalties,30.57,2020-07-31
North Rift Region,Eldoret2,28560.0,Dormant,Pending Renewal,37.22,2019-09-30
Western Region,Kisumu,55491.0,Dormant,Penalties,0.15,2020-10-31
Nairobi Region,Rongai,28877.0,Dormant,Penalties,26.55,2019-06-30
Eastern Region,Emali,83811.0,Active,P+I Current,68.64,2021-02-28
Nairobi Region,Thika,4344.0,Dormant,Pending Renewal,47.76,2017-03-31
North Rift Region,Nandi Hills,17116.0,Dormant,Penalties,0.15,2018-04-30
Western Region,Mbale,54417.0,Dormant,Penalties,0.16,2020-04-30
Western Region,Mbale,58928.0,Dormant,Penalties,12.58,2020-06-30
Western Region,Kakamega,61844.0,Dormant,Penalties,0.71,2020-07-31
Nairobi Region,Embakasi,6322.0,Dormant,Penalties,46.05,2018-01-31
South Rift Region,Bomet,24476.0,Dormant,Pending Renewal,44.53,2018-10-31
South Rift AgriBiz,Keringet,69652.0,Active,Penalties,40.75,2021-02-28
North Rift Region,Kitale,33714.0,Dormant,Penalties,1.05,2019-04-30
North Rift Region,Nandi Hills,22471.0,Dormant,Penalties,36.27,2018-07-31
Coast Region,Mtwapa,39755.0,Active,Penalties,39.63,2020-11-30
North Rift Region,Kitale,46808.0,Dormant,Penalties,0.15,2019-11-30
Eastern Region,Matuu,67633.0,Dormant,Penalties,16.96,2020-11-30
South Rift AgriBiz,Keringet,85318.0,New,P+I Current,,2021-02-28
Nairobi Region,Ngong Road,74032.0,Dormant,Penalties,35.3,2021-02-28
North Rift Region,Eldoret2,10548.0,Dormant,Penalties,29.69,2018-05-31
Nairobi Region,Kahawa,74280.0,Dormant,Penalties,40.12,2020-10-31
North Rift Region,Kapenguria,58313.0,Dormant,Penalties,0.79,2020-05-31
South Rift AgriBiz,Keringet,58544.0,Active,P+I Current,70.61,2021-02-28
Nairobi Region,Kiambu,2621.0,Dormant,Pending Renewal,47.91,2016-12-31
South Rift Region,Litein,69085.0,Active,Penalties,16.41,2021-01-31
Western Region,Bungoma,77266.0,Active,Pending Renewal,43.95,2020-11-30
South Rift Region,Molo,34336.0,Dormant,P+I In Default,9.05,2020-11-30
South Rift Region,Litein,20594.0,Dormant,Penalties,24.08,2018-08-31
South Rift Region,Narok,36174.0,Active,P+I Current,68.96,2021-02-28
Nairobi Region,Embakasi,9489.0,Dormant,Penalties,35.56,2017-09-30
Eastern Region,Machakos,85029.0,New,P+I In Default,,2021-02-28
Nairobi Region,Thika,5175.0,Active,P+I Current,72.62,2021-02-28
South Rift Region,Nakuru,4643.0,Dormant,Penalties,50.2,2018-01-31
South Rift Region,Narok,16880.0,Dormant,Penalties,21.5,2018-06-30
North Rift Region,Eldoret2,77955.0,Active,P+I In Default,76.93,2021-02-28
Coast Region,Ukunda,21403.0,Dormant,Penalties,23.79,2018-09-30
South Rift AgriBiz,Maili Nne,50178.0,Dormant,Pending Renewal,56.39,2020-12-31
North Rift Region,Eldoret2,55282.0,Dormant,Penalties,25.48,2020-05-31
Nairobi Region,Kiambu,22053.0,Dormant,Penalties,36.78,2018-09-30
South Rift Region,Litein,67123.0,Active,Penalties,71.7,2021-02-28
North Rift Region,Kapsabet,81583.0,Active,Penalties,27.41,2021-02-28
South Rift Region,Bomet,74969.0,Dormant,Penalties,14.53,2020-12-31
South Rift Region,Narok,13057.0,Dormant,Penalties,0.15,2018-02-28
South Rift Region,Kericho,16588.0,Dormant,Penalties,47.58,2018-04-30
Nairobi Region,Kahawa,27960.0,Dormant,Penalties,0.15,2019-01-31
Coast Region,Ukunda,19158.0,Dormant,Penalties,30.71,2019-06-30
Eastern Region,Emali,84129.0,Active,P+I In Default,,2021-02-28
South Rift AgriBiz,Londiani,5907.0,Active,Penalties,48.92,2021-02-28
North Rift Region,Kapsowar,73369.0,Dormant,Penalties,46.57,2021-02-28
Nairobi Region,Embakasi,46550.0,Dormant,Penalties,0.15,2019-10-31
North Rift Region,Eldoret2,42773.0,Dormant,Penalties,67.25,2019-12-31
South Rift Region,Litein,25597.0,Inactive,Pending Renewal,,2017-11-30
Eastern Region,Wote,81488.0,Active,Penalties,48.49,2021-01-31
North Rift Region,Kapenguria,82730.0,Active,P+I Current,,2021-01-31
South Rift Region,Naivasha,40997.0,Dormant,Penalties,16.54,2019-10-31
Coast Region,Mombasa,84071.0,Active,P+I In Default,,2021-02-28
Coast Region,Changamwe,71333.0,Dormant,Penalties,18.65,2020-12-31
Nairobi Region,Embakasi,77355.0,Dormant,Penalties,16.3,2021-02-28
North Rift Region,Kapenguria,20810.0,Dormant,Penalties,0.15,2018-06-30
Coast Region,Ukunda,17268.0,Dormant,Penalties,52.76,2020-08-31
South Rift Region,Kericho,65330.0,Dormant,Penalties,30.78,2020-10-31
Western Region,Mbale,53568.0,Dormant,Penalties,47.49,2020-07-31
Western Region,Kisumu,67289.0,Dormant,Penalties,0.15,2020-10-31
North Rift Region,Kitale,47260.0,Dormant,Penalties,0.15,2019-11-30
Nairobi Region,Rongai,467.0,Dormant,Pending Renewal,48.2,2016-02-29
Nairobi Region,Kiambu,22271.0,Dormant,Penalties,30.43,2018-07-31
North Rift Region,Kapenguria,44391.0,Dormant,Penalties,24.4,2019-11-30
Nairobi Region,Rongai,42241.0,Dormant,Penalties,37.64,2019-10-31
North Rift Region,Kitale,53135.0,Dormant,Penalties,47.02,2020-11-30
North Rift Region,Eldoret1,13641.0,Dormant,Penalties,22.02,2018-04-30
North Rift Region,Kapsabet,43087.0,Dormant,Penalties,55.93,2020-09-30
South Rift AgriBiz,Ndunyu Njeru,17346.0,Dormant,Pending Renewal,47.83,2019-02-28
North Rift Region,Iten,75435.0,Dormant,Penalties,7.46,2020-12-31
North Rift Region,Iten,22044.0,Dormant,Pending Renewal,75.31,2018-08-31
South Rift Region,Kericho,67424.0,Dormant,Penalties,40.89,2021-01-31
North Rift Region,Kapenguria,62198.0,Dormant,Penalties,19.36,2020-08-31
Nairobi Region,Kahawa,3540.0,Dormant,Pending Renewal,49.07,2018-10-31
South Rift Region,Kericho,13584.0,Dormant,Penalties,0.15,2018-03-31
North Rift Region,Kapenguria,56432.0,Dormant,Penalties,0.15,2020-04-30
Western Region,Bungoma,69814.0,Dormant,Penalties,25.57,2020-12-31
Nairobi Region,Kahawa,8400.0,Dormant,Penalties,25.94,2017-08-31
North Rift Region,Eldoret3,78693.0,Active,Penalties,44.46,2020-09-30
North Rift Region,Eldoret3,30934.0,Dormant,Penalties,45.95,2020-03-31
South Rift Region,Bomet,41903.0,Inactive,Pending Renewal,,2018-08-31
South Rift AgriBiz,Nakuru AgriBiz,48306.0,Dormant,Penalties,45.45,2020-10-31
Nairobi Region,Kariobangi,2401.0,Dormant,Pending Renewal,30.21,2016-07-31
Central AgriBiz,Githunguri,79861.0,Active,Pending Renewal,65.44,2021-02-28
Eastern Region,Matuu,51428.0,Dormant,Penalties,25.16,2020-02-29
South Rift Region,Narok,28937.0,Dormant,Penalties,38.14,2019-06-30
South Rift Region,Kericho,74761.0,Active,Penalties,45.65,2020-10-31
Coast Region,Malindi,68232.0,Dormant,Penalties,42.94,2020-11-30
North Rift Region,Eldoret3,40077.0,Dormant,Penalties,24.73,2019-09-30
North Rift Region,Kapsabet,7440.0,Dormant,Penalties,49.8,2017-07-31
,Fraud,81861.0,Active,P+I In Default,,2020-11-30
Nairobi Region,Ngong Road,9928.0,Dormant,Penalties,44.72,2017-12-31
South Rift Region,Narok,24464.0,Dormant,Penalties,37.45,2019-07-31
North Rift Region,Iten,73686.0,Active,Penalties,39.42,2021-02-28
North Rift Region,Eldoret1,43643.0,Dormant,Penalties,44.79,2019-09-30
Nairobi Region,Limuru,8207.0,Dormant,Penalties,23.38,2020-07-31
Nairobi Region,Kahawa,8432.0,Dormant,Penalties,43.01,2017-08-31
South Rift AgriBiz,Keringet,68926.0,Dormant,Penalties,31.17,2021-02-28
Western Region,Kakamega,85049.0,New,P+I Current,56.7,2021-02-28
Western Region,Bondo,84258.0,Active,P+I Current,76.63,2021-02-28
Coast Region,Malindi,41971.0,Dormant,Pending Renewal,24.61,2019-09-30
Coast Region,Kilifi,49865.0,Dormant,Penalties,48.38,2020-02-29
Western Region,Bungoma,61971.0,Dormant,Penalties,0.15,2020-07-31
South Rift Region,Nakuru,47921.0,Dormant,Penalties,4.49,2020-01-31
Western Region,Busia,69219.0,Inactive,Pending Renewal,,2019-11-30
South Rift AgriBiz,Keringet,61159.0,Dormant,Penalties,50.26,2020-11-30
North Rift Region,Eldoret1,13804.0,Dormant,Penalties,9.21,2018-03-31
Nairobi Region,Kariobangi,77234.0,Active,Penalties,75.56,2020-10-31
Nairobi Region,Embakasi,34641.0,Dormant,Penalties,21.33,2019-05-31
Coast Region,Malindi,67498.0,Dormant,Penalties,32.91,2021-02-28
Nairobi Region,Ngong Road,11345.0,Dormant,Penalties,20.41,2018-11-30
South Rift AgriBiz,Londiani,69492.0,Active,Penalties,32.72,2021-02-28
South Rift Region,Kericho,46564.0,Dormant,Penalties,51.1,2020-01-31
Central AgriBiz,Githunguri,29899.0,Dormant,Penalties,39.25,2020-01-31
South Rift Region,Nakuru,18096.0,Dormant,Penalties,30.87,2018-07-31
North Rift Region,Eldoret2,8663.0,Dormant,Penalties,49.51,2018-08-31
Coast Region,Malindi,42051.0,Dormant,Penalties,0.15,2019-08-31
Coast Region,Mtwapa,34704.0,Dormant,Penalties,25.72,2019-06-30
South Rift Region,Litein,24455.0,Dormant,Penalties,6.06,2018-10-31
Nairobi Region,Rongai,36046.0,Dormant,Penalties,30.64,2019-09-30
North Rift Region,Eldoret1,31867.0,Dormant,Penalties,18.65,2019-03-31
South Rift Region,Nakuru,14043.0,Dormant,Penalties,1.94,2018-03-31
South Rift AgriBiz,Maili Nne,63420.0,Dormant,Penalties,65.32,2021-02-28
North Rift Region,Eldoret2,5323.0,Dormant,Penalties,43.89,2018-07-31
Coast Region,Mombasa,79230.0,Active,Pending Renewal,68.77,2020-11-30
South Rift AgriBiz,Keringet,57807.0,Dormant,Pending Renewal,51.59,2021-02-28
Coast Region,Malindi,79834.0,Active,P+I Current,69.89,2021-02-28
North Rift Region,Kapsowar,77901.0,Active,P+I In Default,45.37,2021-02-28
South Rift Region,Bomet,13278.0,Dormant,Penalties,51.14,2019-04-30
Eastern Region,Tala,55056.0,Dormant,Penalties,41.2,2020-11-30
North Rift Region,Eldoret3,27183.0,Dormant,Penalties,7.69,2018-12-31
Nairobi Region,Kahawa,49477.0,Dormant,Penalties,0.15,2020-02-29
South Rift Region,Nyahururu,68179.0,Dormant,Penalties,23.38,2020-10-31
Nairobi Region,Rongai,32666.0,Dormant,Penalties,22.4,2019-04-30
Western Region,Mumias,49886.0,Active,P+I Current,73.86,2021-02-28
North Rift Region,Eldoret3,54401.0,Inactive,Pending Renewal,,2019-04-30
Coast Region,Mariakani,49533.0,Dormant,Penalties,15.64,2020-02-29
Nairobi Region,Thika,41709.0,Dormant,Penalties,41.41,2019-08-31
North Rift Region,Kapsabet,6664.0,Dormant,Penalties,34.83,2019-03-31
North Rift Region,Eldoret1,5312.0,Dormant,Pending Renewal,61.18,2017-03-31
Nairobi Region,Kiambu,10957.0,Dormant,Penalties,0.15,2017-10-31
Western Region,Kakamega,54368.0,Dormant,Penalties,29.54,2020-05-31
South Rift AgriBiz,Maili Nne,59944.0,Active,P+I Current,50.21,2021-02-28
Nairobi Region,Embakasi,21400.0,Active,Penalties,56.45,2021-02-28
North Rift Region,Kitale,21798.0,Dormant,Penalties,0.15,2018-07-31
South Rift Region,Naivasha,10643.0,Dormant,Penalties,37.82,2018-01-31
Eastern Region,Kitui,56681.0,Dormant,Pending Renewal,40.84,2020-06-30
Coast Region,Mombasa,82502.0,Active,P+I Current,69.88,2021-02-28
North Rift Region,Kitale,20378.0,Dormant,Penalties,46.86,2018-08-31
North Rift Region,Kitale,36213.0,Dormant,Penalties,16.17,2019-05-31
North Rift Region,Eldoret3,80651.0,Active,Penalties,67.57,2020-12-31
North Rift Region,Eldoret1,59206.0,Dormant,P+I In Default,0.15,2020-06-30
South Rift Region,Naivasha,16451.0,Dormant,Pending Renewal,75.31,2018-06-30
South Rift AgriBiz,Londiani,52541.0,Dormant,Penalties,24.68,2021-01-31
North Rift Region,Eldoret2,5769.0,Dormant,Penalties,41.55,2018-06-30
Coast Region,Kilifi,61068.0,Dormant,Penalties,39.64,2020-10-31
Nairobi Region,Ngong Road,1097.0,Dormant,Penalties,13.7,2016-04-30
North Rift Region,Eldoret1,5665.0,Dormant,Pending Renewal,54.59,2017-10-31
South Rift Region,Kericho,55921.0,Dormant,Penalties,39.49,2020-06-30
North Rift Region,Nandi Hills,58859.0,Dormant,Penalties,8.9,2020-05-31
North Rift Region,Kitale,58633.0,Dormant,Penalties,36.23,2021-02-28
Nairobi Region,Kahawa,26871.0,Dormant,Penalties,26.5,2018-12-31
Nairobi Region,Embakasi,41742.0,Dormant,Penalties,20.33,2019-08-31
Nairobi Region,Embakasi,82539.0,Active,P+I In Default,25.18,2021-02-28
Nairobi Region,Kahawa,326.0,Dormant,Pending Renewal,57.65,2016-02-29
North Rift Region,Kitale,21715.0,Dormant,Penalties,42.57,2019-06-30
North Rift Region,Eldoret1,43227.0,Dormant,Penalties,32.93,2020-08-31
South Rift AgriBiz,Keringet,62827.0,Dormant,Pending Renewal,56.14,2021-02-28
Western Region,Mumias,56542.0,Active,P+I In Default,45.25,2021-02-28
South Rift AgriBiz,Londiani,73975.0,Dormant,Pending Renewal,64.63,2021-02-28
North Rift Region,Kapsabet,67142.0,Dormant,Penalties,25.4,2020-11-30
North Rift Region,Kitale,8838.0,Dormant,Penalties,20.04,2018-08-31
North Rift Region,Eldoret2,5501.0,Dormant,Penalties,51.64,2018-02-28
Nairobi Region,Ngong Road,11862.0,Active,P+I Current,58.14,2021-02-28
Western Region,Busia,52945.0,Dormant,Penalties,44.6,2020-06-30
South Rift Region,Narok,41422.0,Dormant,Pending Renewal,51.25,2020-07-31
Nairobi Region,Thika,49535.0,Dormant,Penalties,0.15,2020-02-29
Western Region,Kakamega,50846.0,Active,Penalties,40.47,2020-12-31
South Rift AgriBiz,Londiani,76612.0,Active,P+I Current,64.04,2021-02-28
Eastern Region,Matuu,60845.0,Dormant,Penalties,29.46,2020-06-30
South Rift Region,Litein,45295.0,Dormant,Pending Renewal,54.49,2019-10-31
Nairobi Region,Kiambu,4183.0,Dormant,Pending Renewal,75.62,2017-01-31
Eastern Region,Kitui,49885.0,Dormant,Penalties,0.15,2020-02-29
Eastern Region,Wote,72790.0,Dormant,Penalties,17.71,2021-02-28
South Rift Region,Kericho,79717.0,Active,Penalties,6.31,2020-11-30
South Rift AgriBiz,Londiani,71273.0,Dormant,Pending Renewal,67.19,2021-02-28
North Rift Region,Eldoret2,22953.0,Inactive,Pending Renewal,,2017-08-31
South Rift Region,Litein,75170.0,Active,P+I Current,81.81,2021-02-28
Western Region,Kisumu,82789.0,Active,P+I Current,66.78,2021-02-28
North Rift Region,Kapenguria,19399.0,Active,Penalties,39.26,2020-11-30
South Rift Region,Naivasha,46241.0,Dormant,Penalties,42.46,2019-12-31
Nairobi Region,Kahawa,2751.0,Dormant,Penalties,30.57,2019-06-30
Nairobi Region,Rongai,19148.0,Dormant,Penalties,8.9,2018-05-31
Eastern Region,Matuu,53815.0,Dormant,Penalties,28.84,2020-03-31
Nairobi Region,Kahawa,78549.0,Active,P+I In Default,69.42,2021-02-28
Nairobi Region,Thika,1287.0,Dormant,Penalties,42.49,2018-01-31
Coast Region,Mombasa,75482.0,Dormant,Pending Renewal,67.46,2021-01-31
Western Region,Bungoma,70606.0,Dormant,Penalties,32.06,2020-11-30
Nairobi Region,Kahawa,1613.0,Dormant,Pending Renewal,48.53,2016-06-30
Coast Region,Mombasa,21481.0,Dormant,Penalties,44.44,2020-03-31
Nairobi Region,Kahawa,8906.0,Dormant,Penalties,15.17,2017-06-30
South Rift Region,Nakuru,35224.0,Dormant,Penalties,27.66,2019-06-30
South Rift Region,Litein,48076.0,Dormant,Penalties,23.21,2021-02-28
Eastern Region,Mwingi,53918.0,Dormant,Penalties,17.23,2020-03-31
North Rift Region,Iten,24750.0,Dormant,Penalties,33.94,2019-02-28
Eastern Region,Mwingi,53694.0,Active,P+I In Default,36.97,2020-11-30
North Rift Region,Eldoret3,15738.0,Dormant,Penalties,66.97,2018-06-30
Coast Region,Malindi,48480.0,Dormant,Pending Renewal,44.43,2019-12-31
Nairobi Region,Embakasi,22139.0,Dormant,Penalties,0.15,2018-07-31
South Rift Region,Litein,62401.0,Dormant,Penalties,50.76,2020-12-31
South Rift Region,Litein,74965.0,Dormant,Penalties,4.25,2021-02-28
South Rift Region,Litein,36530.0,Dormant,Penalties,41.4,2020-03-31
Nairobi Region,Kariobangi,43127.0,Dormant,Pending Renewal,50.1,2019-10-31
North Rift Region,Kapenguria,64421.0,Dormant,Penalties,0.15,2020-08-31
